nitrogen,phosphorus,potassium,temperature,moisture,humidity,soiltype,cropname,recommended_fertilizer
65,63,0,19.2,42.7,23.2,loamy,cotton,mop
81,97,13,34.8,21.9,73.2,peaty,soybean,mop
44,8,45,28.2,60.0,53.8,loamy,wheat,dap
60,60,16,31.0,40.9,52.8,loamy,sugarcane,mop
4,83,60,33.8,30.2,51.1,sandy,sugarcane,urea
59,32,79,28.2,87.6,64.8,peaty,barley,urea
80,81,33,35.7,23.3,20.1,saline,sugarcane,superphosphate
44,10,75,15.5,47.8,61.3,peaty,sorghum,dap
50,55,96,31.0,78.5,32.0,sandy,rice,dap
6,42,78,29.8,22.7,86.8,saline,maize,urea
11,88,63,20.3,18.7,59.3,loamy,millet,urea
71,22,8,24.7,19.8,30.9,loamy,rice,dap
47,43,2,36.8,80.9,82.0,clay,sugarcane,mop
75,47,38,17.5,29.3,61.7,loamy,cotton,complex fertilizer
16,26,99,33.4,82.9,26.0,loamy,wheat,urea
4,84,88,34.2,82.8,53.6,sandy,sugarcane,urea
31,59,91,16.7,46.7,61.4,clay,barley,urea
4,81,87,16.6,15.2,39.3,loamy,rice,urea
29,11,12,30.5,44.5,71.7,saline,barley,urea
30,96,69,19.5,56.6,37.6,sandy,rice,complex fertilizer
14,70,66,32.5,79.3,40.9,clay,groundnut,urea
81,98,46,17.3,51.4,69.0,peaty,maize,superphosphate
69,69,24,33.3,62.8,58.3,saline,soybean,mop
96,11,36,16.4,71.5,49.5,sandy,groundnut,dap
57,54,52,23.7,33.8,46.5,peaty,sugarcane,complex fertilizer
82,89,3,35.4,10.6,43.2,clay,wheat,mop
60,10,2,18.1,60.9,25.1,clay,millet,dap
36,76,55,39.4,75.8,77.4,clay,sorghum,complex fertilizer
76,14,6,34.4,64.1,37.1,loamy,sorghum,dap
6,99,77,17.1,78.4,25.3,sandy,millet,urea
38,92,55,36.9,42.1,64.9,saline,wheat,dap
15,8,30,19.8,89.4,47.0,loamy,soybean,urea
73,45,58,33.1,53.9,52.9,sandy,sorghum,urea
93,85,13,32.9,84.2,55.9,saline,sugarcane,mop
41,99,95,17.5,85.6,80.6,clay,rice,superphosphate
4,84,66,18.4,74.6,67.6,loamy,wheat,urea
84,16,89,35.7,53.3,59.0,loamy,maize,dap
100,34,43,21.8,64.5,81.0,saline,barley,dap
17,65,52,32.0,59.9,42.4,clay,groundnut,urea
21,39,57,34.8,37.2,55.8,sandy,wheat,urea
4,73,1,33.2,16.7,58.3,loamy,groundnut,urea
91,52,89,31.7,88.8,76.0,saline,barley,mop
51,91,46,19.9,53.2,42.5,clay,maize,complex fertilizer
50,18,17,30.5,58.8,87.1,saline,millet,dap
49,78,12,30.6,47.7,63.0,loamy,soybean,mop
18,10,75,36.0,83.7,40.7,saline,barley,urea
12,93,30,27.5,57.2,60.5,peaty,wheat,urea
35,61,64,37.1,29.3,23.3,loamy,sugarcane,complex fertilizer
81,97,45,31.1,17.1,44.2,loamy,soybean,urea
1,30,40,36.8,25.2,26.1,loamy,groundnut,urea
63,79,65,24.1,84.7,58.1,peaty,cotton,urea
49,40,17,20.3,70.6,23.3,sandy,maize,mop
74,3,83,19.9,19.6,28.6,saline,groundnut,dap
40,9,52,30.9,63.2,28.4,loamy,groundnut,dap
15,81,8,20.1,46.3,30.6,clay,millet,urea
92,100,49,25.9,47.3,36.5,sandy,wheat,dap
33,3,85,37.1,27.2,82.6,saline,barley,dap
69,49,66,28.5,19.2,41.9,loamy,cotton,complex fertilizer
97,12,39,34.7,32.6,24.8,clay,millet,dap
93,80,42,18.9,53.2,40.0,loamy,sugarcane,superphosphate
93,96,77,33.2,26.8,20.7,loamy,rice,complex fertilizer
22,60,90,18.3,78.6,33.5,sandy,sugarcane,urea
22,70,82,16.4,43.8,58.3,peaty,barley,urea
33,76,29,21.7,67.3,60.1,peaty,wheat,mop
32,10,5,17.5,17.7,29.6,loamy,maize,dap
21,14,73,15.9,68.9,44.9,saline,maize,urea
13,6,63,32.8,13.0,79.0,loamy,soybean,urea
49,49,58,38.3,74.1,31.0,saline,sorghum,mop
86,91,23,34.2,58.2,31.0,clay,maize,mop
85,33,25,27.3,50.3,61.3,saline,barley,mop
3,47,64,34.5,39.1,45.2,loamy,maize,urea
69,93,5,32.3,68.8,49.8,loamy,groundnut,mop
51,20,75,30.2,13.7,59.8,peaty,sugarcane,dap
95,10,72,16.9,85.7,38.0,loamy,sugarcane,dap
61,44,37,35.5,34.1,59.5,peaty,groundnut,complex fertilizer
22,37,46,21.2,89.6,86.7,peaty,wheat,urea
66,27,26,17.8,23.8,26.4,loamy,wheat,dap
60,10,54,21.6,84.7,40.3,saline,rice,dap
41,30,77,34.6,86.1,45.4,clay,soybean,mop
79,33,11,18.9,57.1,24.1,saline,wheat,mop
22,92,28,38.1,55.0,43.1,sandy,barley,urea
92,33,1,37.4,34.5,25.0,sandy,groundnut,mop
29,84,20,31.4,58.8,74.4,clay,soybean,urea
86,24,62,26.1,24.5,87.2,loamy,groundnut,dap
29,9,57,30.2,65.7,27.3,sandy,wheat,urea
6,66,52,21.8,48.1,85.4,loamy,rice,urea
36,27,47,18.2,22.5,81.9,peaty,groundnut,dap
29,58,62,33.3,36.5,54.9,sandy,groundnut,urea
76,95,5,30.3,85.2,48.8,loamy,wheat,mop
32,83,68,30.0,16.2,51.5,peaty,groundnut,dap
19,77,27,18.0,47.5,76.2,peaty,barley,urea
89,93,79,37.1,89.6,70.0,peaty,millet,complex fertilizer
26,31,92,39.3,87.0,71.6,loamy,cotton,urea
87,63,74,26.8,60.5,33.9,peaty,sugarcane,complex fertilizer
92,44,88,18.1,56.0,52.8,loamy,maize,ammonium sulfate
67,74,18,25.1,24.3,26.3,loamy,barley,mop
28,0,64,33.9,57.5,35.8,loamy,cotton,urea
3,20,49,25.4,32.5,77.5,peaty,barley,urea
21,90,83,28.0,59.8,87.3,peaty,maize,urea
64,90,20,33.2,83.4,22.7,loamy,cotton,mop
40,54,64,29.3,55.1,35.9,saline,rice,superphosphate
93,0,3,22.7,17.1,27.1,loamy,wheat,dap
16,96,48,34.8,16.2,65.3,clay,barley,urea
52,54,82,26.8,14.2,76.3,peaty,rice,dap
28,91,60,35.5,62.0,33.7,sandy,sugarcane,urea
46,88,5,19.6,54.1,76.4,clay,cotton,mop
27,26,91,23.3,41.5,47.5,peaty,groundnut,urea
47,76,26,21.1,77.0,65.5,sandy,soybean,mop
84,1,11,17.5,45.0,59.7,sandy,sugarcane,dap
53,46,62,16.8,12.5,37.6,peaty,groundnut,dap
86,91,75,32.4,37.0,47.0,saline,maize,dap
59,93,66,29.1,44.3,47.6,peaty,maize,dap
15,76,26,17.0,89.2,53.5,loamy,sugarcane,urea
30,54,72,29.7,76.2,28.6,sandy,rice,superphosphate
87,34,78,25.0,77.6,52.9,peaty,rice,ammonium sulfate
78,21,3,32.6,10.8,30.7,sandy,barley,dap
89,97,65,16.1,19.6,72.8,saline,rice,superphosphate
78,30,6,31.7,89.9,34.7,saline,sugarcane,mop
39,12,9,28.6,63.9,48.4,saline,rice,dap
51,11,38,24.4,84.3,60.4,sandy,sugarcane,dap
93,73,25,35.8,13.6,38.0,peaty,sugarcane,mop
24,84,53,36.2,10.4,66.5,loamy,millet,urea
21,46,4,22.8,46.3,46.3,loamy,groundnut,urea
18,30,98,35.6,55.4,81.9,saline,barley,urea
87,49,4,24.9,81.6,84.2,sandy,groundnut,mop
91,29,89,31.1,36.1,87.7,saline,sorghum,dap
42,35,35,27.6,44.9,48.5,peaty,maize,urea
95,41,46,33.9,48.5,34.6,loamy,wheat,ammonium sulfate
59,1,92,16.1,81.3,41.4,clay,soybean,dap
27,8,45,27.9,78.5,88.7,loamy,sorghum,urea
90,44,42,34.2,74.9,23.2,peaty,millet,dap
96,92,89,35.6,75.1,35.7,sandy,barley,ammonium sulfate
73,11,40,30.1,50.5,74.7,saline,groundnut,dap
67,17,2,18.1,62.1,33.8,loamy,groundnut,dap
58,38,79,36.1,84.3,85.3,loamy,barley,ammonium sulfate
29,8,20,40.0,26.1,40.5,peaty,sorghum,urea
80,67,49,15.6,36.9,60.6,saline,wheat,mop
26,15,5,27.4,39.2,75.6,saline,soybean,urea
43,42,88,16.4,66.5,42.7,peaty,maize,complex fertilizer
56,44,100,17.9,26.7,60.5,loamy,barley,urea
27,33,76,20.0,79.9,41.5,clay,wheat,urea
75,7,49,26.0,36.1,33.6,clay,rice,dap
44,37,19,23.0,76.8,80.2,saline,sugarcane,mop
5,20,30,28.1,30.4,36.9,clay,wheat,urea
3,81,5,37.3,63.6,44.7,sandy,groundnut,urea
52,50,13,23.3,65.5,84.1,loamy,rice,mop
70,92,27,39.6,12.4,63.1,saline,soybean,mop
32,98,19,38.8,73.9,86.2,loamy,millet,mop
98,56,75,23.8,39.8,70.2,clay,rice,dap
64,65,77,33.3,45.5,30.9,clay,soybean,superphosphate
17,80,7,26.2,11.3,36.8,sandy,wheat,urea
74,36,92,27.8,28.2,86.7,clay,millet,superphosphate
63,54,60,25.9,78.8,89.3,sandy,millet,superphosphate
30,70,44,27.2,32.8,80.4,sandy,wheat,complex fertilizer
34,86,86,35.4,72.9,50.1,peaty,soybean,superphosphate
22,43,10,37.8,58.4,68.0,loamy,barley,urea
73,8,66,25.1,76.6,47.6,sandy,sugarcane,dap
69,50,31,37.3,29.1,68.8,peaty,cotton,mop
59,68,93,19.3,86.5,70.7,loamy,millet,ammonium sulfate
97,79,16,20.3,80.0,45.7,sandy,rice,mop
48,17,30,38.9,15.8,56.5,peaty,soybean,dap
93,7,81,25.1,29.5,56.4,loamy,groundnut,dap
66,94,8,16.8,37.5,40.0,saline,cotton,mop
15,28,14,25.5,69.4,75.6,clay,sorghum,urea
79,10,63,31.5,84.7,35.1,clay,sugarcane,dap
14,10,76,19.5,10.3,57.5,clay,maize,urea
90,65,10,20.5,78.7,34.6,saline,wheat,mop
68,91,29,21.5,76.2,26.9,loamy,wheat,mop
91,4,19,37.6,65.0,71.5,saline,millet,dap
69,34,15,39.9,40.6,82.5,clay,rice,mop
100,80,8,15.8,55.6,38.4,sandy,sorghum,mop
74,27,94,39.0,42.6,64.0,loamy,millet,dap
76,37,41,25.6,21.7,83.1,clay,sorghum,dap
22,86,44,35.6,55.3,25.1,saline,barley,urea
40,12,31,19.7,14.0,72.2,sandy,groundnut,dap
23,96,18,19.0,32.6,65.0,sandy,sugarcane,urea
100,77,12,36.8,26.1,69.0,saline,cotton,mop
4,33,100,37.2,17.3,54.0,loamy,soybean,urea
77,90,90,26.6,36.6,65.3,sandy,groundnut,urea
37,89,25,25.5,16.9,61.5,loamy,cotton,mop
99,64,56,37.4,19.1,33.1,loamy,cotton,mop
46,82,40,28.8,52.3,51.3,sandy,cotton,complex fertilizer
31,19,39,34.7,49.2,26.4,sandy,millet,dap
59,84,54,19.4,16.9,67.5,loamy,groundnut,mop
6,76,70,16.9,61.0,35.8,peaty,groundnut,urea
62,22,17,21.3,85.2,37.8,sandy,groundnut,dap
89,66,7,33.4,83.1,28.6,sandy,wheat,mop
12,21,76,31.5,21.5,85.0,loamy,sugarcane,urea
51,64,4,19.6,14.4,60.7,clay,rice,mop
45,36,83,26.6,53.4,85.8,sandy,sugarcane,dap
23,46,20,35.4,68.7,58.3,loamy,maize,urea
88,82,37,18.5,10.4,54.7,peaty,groundnut,superphosphate
62,57,73,34.4,11.8,30.5,sandy,sugarcane,ammonium sulfate
14,7,66,32.7,42.0,85.9,loamy,millet,urea
81,33,14,37.5,45.7,43.0,clay,cotton,mop
16,93,68,30.3,68.5,51.5,saline,maize,urea
100,17,86,21.9,34.6,44.8,loamy,wheat,dap
92,13,60,20.5,23.0,65.0,sandy,sugarcane,dap
21,55,25,28.9,84.0,50.5,loamy,maize,urea
18,43,83,39.6,37.0,31.1,peaty,sorghum,urea
11,48,33,28.8,38.2,55.8,clay,millet,urea
32,6,9,22.0,41.6,57.0,saline,sorghum,dap
92,42,93,31.8,55.4,82.2,saline,barley,urea
36,56,76,33.1,77.9,66.7,loamy,sorghum,urea
100,74,10,31.7,68.8,53.2,sandy,cotton,mop
31,89,56,25.0,11.5,23.5,peaty,soybean,mop
65,11,88,28.4,22.3,48.5,peaty,barley,dap
75,52,57,38.8,82.1,60.1,loamy,groundnut,urea
60,54,73,18.6,31.3,45.0,sandy,cotton,superphosphate
3,43,3,36.2,83.9,51.3,saline,maize,urea
31,70,60,16.6,11.9,89.1,loamy,sugarcane,mop
18,50,49,34.8,53.0,22.3,sandy,millet,urea
11,13,37,29.3,42.9,54.2,clay,cotton,urea
95,1,33,24.3,26.6,44.0,sandy,groundnut,dap
77,95,82,33.5,84.2,72.0,peaty,millet,mop
76,26,74,27.3,65.7,68.2,peaty,rice,dap
59,74,50,35.1,85.4,20.3,loamy,groundnut,superphosphate
24,79,36,19.6,48.6,80.9,clay,wheat,urea
27,29,89,29.0,68.1,39.1,peaty,rice,urea
11,59,37,29.5,78.9,83.7,peaty,millet,urea
49,18,67,22.2,79.1,71.4,saline,maize,dap
79,50,34,36.8,76.9,32.8,clay,millet,urea
98,42,56,31.9,10.5,24.2,sandy,sorghum,mop
13,97,82,39.0,33.1,41.8,loamy,wheat,urea
60,82,72,24.1,77.9,88.4,clay,sugarcane,ammonium sulfate
27,72,94,16.9,53.1,59.1,saline,wheat,urea
7,67,85,22.3,48.9,75.1,saline,barley,urea
74,68,49,17.2,31.3,63.6,clay,groundnut,ammonium sulfate
10,10,33,23.2,51.0,28.6,clay,sorghum,urea
52,5,96,24.5,88.8,80.2,peaty,cotton,dap
97,83,55,18.5,47.9,67.4,clay,rice,complex fertilizer
22,86,23,20.5,49.6,41.5,sandy,soybean,urea
99,90,84,38.7,52.0,22.2,saline,maize,superphosphate
49,56,17,27.2,19.0,57.0,sandy,maize,mop
85,67,39,18.0,39.7,66.5,clay,rice,complex fertilizer
47,92,77,31.3,87.8,74.6,clay,cotton,urea
32,3,19,25.5,26.1,38.0,saline,groundnut,dap
2,73,46,33.9,88.1,63.2,clay,groundnut,urea
90,78,93,35.9,42.9,63.7,clay,rice,ammonium sulfate
57,15,6,22.0,77.7,85.3,saline,cotton,dap
86,36,22,38.6,26.5,89.6,sandy,sugarcane,mop
12,73,3,19.1,56.2,84.2,sandy,soybean,urea
88,4,20,19.4,33.3,66.6,loamy,maize,dap
42,96,79,18.5,53.2,77.7,saline,barley,mop
82,18,88,17.4,56.0,87.7,sandy,maize,dap
71,8,25,29.7,38.1,77.8,sandy,sorghum,dap
8,9,57,38.5,46.2,27.8,loamy,sugarcane,urea
57,79,98,21.1,66.1,32.9,clay,maize,mop
1,66,63,32.7,22.3,70.7,sandy,cotton,urea
12,85,92,20.2,10.2,68.3,sandy,soybean,urea
43,12,43,34.4,12.7,48.3,clay,wheat,dap
17,7,90,37.5,83.3,25.7,sandy,groundnut,urea
94,13,54,25.3,23.6,32.2,loamy,groundnut,dap
60,37,7,32.9,55.2,51.8,clay,sorghum,mop
26,36,32,26.8,38.2,38.0,loamy,maize,urea
49,0,51,39.0,25.5,88.3,saline,sorghum,dap
58,78,43,35.1,44.7,44.9,clay,sorghum,ammonium sulfate
82,62,24,17.2,24.9,28.1,sandy,maize,mop
94,14,38,22.4,42.6,81.8,sandy,sugarcane,dap
28,4,25,28.4,70.1,65.9,saline,soybean,urea
40,46,63,36.0,66.1,55.4,loamy,sorghum,superphosphate
69,70,80,33.6,51.8,72.1,loamy,sorghum,superphosphate
35,13,83,33.2,12.8,32.4,peaty,barley,dap
26,68,19,29.4,67.3,75.1,peaty,sugarcane,urea
74,37,24,33.1,63.7,51.2,clay,sugarcane,mop
28,11,41,37.9,87.1,29.2,sandy,soybean,urea
51,87,91,27.0,86.3,30.1,loamy,maize,superphosphate
3,29,69,26.5,50.1,31.9,clay,soybean,urea
67,33,26,26.3,70.8,51.6,loamy,groundnut,mop
79,63,46,33.0,58.0,61.6,clay,barley,mop
96,2,93,25.6,86.2,81.1,sandy,barley,dap
82,97,3,28.9,33.3,88.9,clay,millet,mop
49,65,98,25.4,61.6,22.3,loamy,soybean,ammonium sulfate
55,83,49,39.8,89.3,37.4,clay,millet,urea
69,68,53,30.9,26.5,47.3,loamy,millet,complex fertilizer
84,25,35,35.0,67.6,77.9,loamy,maize,dap
8,59,56,24.2,23.3,52.3,loamy,sorghum,urea
84,80,41,18.4,11.6,28.7,sandy,sorghum,mop
87,100,49,30.9,36.3,69.1,peaty,sorghum,mop
58,41,69,25.6,10.3,65.9,peaty,cotton,superphosphate
99,9,77,18.5,31.3,54.3,saline,cotton,dap
75,16,99,24.1,89.1,25.8,saline,sorghum,dap
33,30,11,26.8,61.6,45.7,loamy,millet,mop
17,80,98,25.9,27.2,82.3,clay,rice,urea
6,9,3,16.2,47.7,52.6,saline,sugarcane,urea
85,87,59,21.6,88.5,27.9,peaty,rice,complex fertilizer
20,24,37,38.1,84.3,31.8,clay,barley,urea
54,67,15,17.5,47.8,47.9,clay,sorghum,mop
25,40,7,30.8,36.8,61.5,peaty,wheat,urea
24,45,96,15.7,38.7,60.0,saline,soybean,urea
51,7,76,26.1,23.5,56.2,sandy,groundnut,dap
33,81,19,23.1,80.5,24.3,peaty,maize,mop
8,58,17,31.6,59.6,43.2,sandy,barley,urea
95,10,54,29.2,55.7,55.0,sandy,wheat,dap
95,72,26,31.0,14.5,68.8,saline,millet,mop
65,90,16,29.3,45.0,52.3,sandy,millet,mop
29,0,51,38.0,16.3,25.2,sandy,wheat,urea
48,37,53,17.4,44.7,70.1,saline,groundnut,complex fertilizer
6,2,41,24.2,32.2,67.4,peaty,rice,urea
59,2,24,36.2,68.6,32.7,clay,wheat,dap
27,18,70,19.5,64.2,57.8,peaty,wheat,urea
33,5,79,29.4,67.1,37.2,clay,maize,dap
26,3,70,33.4,14.8,32.3,peaty,barley,urea
91,72,30,22.4,20.7,71.3,sandy,cotton,superphosphate
42,29,36,35.6,57.2,29.0,saline,sugarcane,dap
98,40,13,29.3,80.5,83.5,saline,maize,mop
52,79,46,31.9,30.3,51.3,sandy,barley,mop
68,25,71,19.9,77.5,71.1,sandy,maize,dap
64,6,57,27.5,24.7,34.6,sandy,barley,dap
96,37,90,15.9,68.0,28.7,sandy,groundnut,mop
16,20,8,22.5,61.1,43.3,clay,maize,urea
98,100,28,29.5,67.6,38.8,loamy,groundnut,mop
18,68,60,36.4,44.3,79.0,saline,cotton,urea
9,16,88,31.0,76.4,85.4,peaty,maize,urea
68,88,25,33.1,63.6,62.7,saline,barley,mop
56,87,1,22.3,85.6,79.1,clay,rice,mop
69,37,27,18.7,49.9,24.0,loamy,cotton,mop
26,58,91,18.6,25.3,84.1,sandy,wheat,urea
27,65,26,29.0,67.6,45.6,loamy,wheat,urea
3,72,77,18.6,12.1,58.9,sandy,groundnut,urea
95,46,61,25.3,41.1,77.3,peaty,maize,ammonium sulfate
96,3,69,28.8,26.2,49.3,sandy,wheat,dap
62,48,96,23.6,56.3,60.9,peaty,sugarcane,complex fertilizer
29,100,46,28.7,16.0,27.9,saline,cotton,urea
23,86,80,35.1,62.5,59.2,loamy,millet,urea
61,69,30,36.7,89.0,89.5,saline,sorghum,dap
52,42,25,17.7,38.9,65.2,clay,maize,mop
18,64,16,30.6,41.2,44.8,clay,millet,urea
25,68,73,25.9,52.0,68.5,sandy,barley,urea
17,46,11,17.7,80.5,54.3,sandy,maize,urea
10,41,3,16.9,21.3,54.4,loamy,barley,urea
81,19,37,38.2,15.9,38.7,loamy,sugarcane,dap
23,49,54,22.2,66.6,24.6,sandy,millet,urea
57,58,32,29.6,44.9,88.9,loamy,sugarcane,dap
48,48,80,24.2,60.7,79.8,peaty,rice,mop
53,58,4,25.7,14.2,88.8,sandy,barley,mop
32,39,19,22.8,11.8,75.2,clay,soybean,mop
55,56,44,23.8,70.7,69.2,sandy,maize,ammonium sulfate
16,62,56,26.6,79.9,38.6,loamy,barley,urea
94,34,35,28.6,65.7,86.6,loamy,soybean,complex fertilizer
8,83,82,28.6,45.0,65.2,loamy,millet,urea
99,10,30,29.2,64.6,87.9,peaty,wheat,dap
97,57,92,32.8,85.5,84.1,clay,groundnut,ammonium sulfate
50,19,74,29.3,88.8,64.0,clay,maize,dap
3,100,17,21.7,24.2,34.4,loamy,wheat,urea
73,18,94,30.1,39.1,38.7,peaty,sugarcane,dap
36,99,85,19.5,24.3,65.0,sandy,sorghum,dap
13,2,100,25.7,82.3,76.5,sandy,rice,urea
83,48,43,27.6,15.1,45.2,saline,sorghum,urea
43,70,72,38.4,79.7,88.8,peaty,wheat,ammonium sulfate
93,45,83,16.8,82.5,61.9,peaty,maize,superphosphate
10,7,50,26.8,76.1,73.6,sandy,barley,urea
60,26,60,22.8,62.7,28.6,peaty,wheat,dap
7,65,94,34.9,52.4,64.0,peaty,barley,urea
54,30,26,34.6,27.1,35.8,loamy,soybean,mop
6,40,34,35.8,66.2,78.7,clay,wheat,urea
31,23,76,37.4,84.1,33.5,clay,maize,dap
60,60,38,27.1,35.0,88.1,peaty,maize,complex fertilizer
15,26,0,15.9,30.0,77.3,saline,rice,urea
25,78,13,19.9,85.8,52.1,loamy,millet,urea
59,81,9,35.1,74.3,20.3,peaty,maize,mop
50,4,10,29.4,55.5,25.2,saline,millet,dap
