Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,pH,Season,Crop_Label
129,143,118,25.90657143462981,42.88387270766745,194.3560367656202,5.594431042650273,Monsoon,Millets
20,0,144,18.487837872487116,86.04539086516245,103.72612373448516,7.109049302394626,Summer,Soybean
57,71,6,20.506453903945285,65.78231048871018,117.74455348967626,5.212034037882394,Winter,Tobacco
21,49,147,18.12091542766443,57.29033498983094,205.33482749446844,7.7654688172686575,Winter,Sunflower
88,140,74,28.05429426570942,34.24743025442992,234.96544534097873,7.501720707179841,Winter,Groundnut
48,14,57,37.8989072734153,78.3362341978071,234.91492129889428,6.744019414511921,Spring,Pulses
58,52,15,35.70081409979693,34.293934381494324,170.5608529677076,4.964270817481372,Summer,Soybean
14,7,26,23.811426262779325,37.3777472064875,163.57422775235887,8.452879313248792,Spring,Groundnut
50,73,50,34.79498086903024,33.42958000102986,246.91129605781435,6.4601345182513,Winter,Vegetables
107,45,74,22.693164438289898,31.070462239866536,98.25868127812927,6.308292591469119,Summer,Mustard
54,68,143,17.56921422275914,86.7318747185162,88.05061188211481,8.482276318669262,Monsoon,Tea
63,113,86,39.502453457992836,62.14221172989159,216.17376650737745,7.955473053885344,Winter,Bajra
130,146,122,19.116627039124655,64.64859924070657,152.37673359731383,6.325470936125925,Spring,Coconut
50,122,75,19.711726929607252,86.80278259751485,227.49961514254522,6.175211943745088,Winter,Maize
134,138,39,39.69078603359567,36.140253858789386,114.150055865809,4.8836375302679444,Winter,Tea
20,116,66,14.017824794969647,20.414227701838445,131.21797026669174,8.206046985556318,Monsoon,Chickpea
72,42,129,32.816019640290854,61.92185546992038,274.1694122963477,7.875099390876792,Winter,Chickpea
17,19,101,38.074382754481796,55.549139725691106,155.41413170539704,5.740009971519644,Summer,Mustard
131,147,92,25.35384982826256,53.43552641788059,197.7383674300961,7.5132851502751095,Spring,Barley
88,20,109,10.075652851084602,24.33161478723394,76.67054852957737,7.5509177050956975,Monsoon,Peas
59,81,81,21.251768323393186,51.81044066023492,94.70729304818968,5.41164286890646,Monsoon,Maize
13,56,77,13.347069771544813,40.12916955634893,58.97193220566106,6.954621879754733,Monsoon,Cotton
8,73,1,22.48562982801087,39.21952740570192,156.09270294041664,5.520115213648845,Summer,Vegetables
89,97,64,33.70080284926854,35.5667106125365,297.230001123756,7.659544207743647,Spring,Mustard
52,109,19,23.161346466514015,43.276985182819956,268.46828816286654,5.115238809931656,Summer,Jute
129,114,33,22.957753640377675,44.71931526003887,208.22722873512674,7.17562399474911,Spring,Cotton
83,41,40,26.7036843075654,41.614304345339825,265.2741229893665,5.804046846607045,Spring,Tobacco
91,67,22,27.450717542430407,88.51269010036563,198.54233908810576,4.644728230141074,Summer,Mustard
110,69,37,35.688889263969145,85.2911759856641,142.19222008353444,4.9948185768435724,Spring,Soybean
7,77,66,19.250663176868542,60.215706966740356,93.38660027527882,7.119596552734376,Winter,Jute
34,89,61,34.650137931040476,88.67383868872169,213.26218544005604,5.4596572128879295,Summer,Barley
80,110,139,26.97801246076142,89.3838607223433,98.26281909768635,7.024141490338686,Spring,Coconut
49,111,29,19.015886491514408,44.91577970121118,154.35710430001507,6.159288664005148,Spring,Wheat
103,102,86,18.853781320182314,51.163128201782115,256.4504605388158,7.270853855504987,Summer,Barley
131,144,147,20.834125513171735,87.13432438892659,82.30732564043211,6.471794488741921,Spring,Sunflower
1,18,117,28.680797278599265,62.60383395090806,82.25535476419877,5.734188388644684,Spring,Tobacco
133,69,5,16.924351940798473,34.90503579860908,106.10060389789933,5.083276719430407,Monsoon,Chickpea
53,62,74,37.61000685016802,68.25664678355503,187.97932678057475,5.864393009685121,Summer,Mustard
105,74,131,27.24737752533701,34.40223274322612,112.93086956497825,7.0395763117070125,Summer,Sunflower
3,103,92,37.6004733098802,43.7550420570292,175.79948431375018,7.4618940207897415,Summer,Fruits
53,74,9,11.392130757374641,35.929211416674605,125.49565276492179,5.141358699359962,Summer,Maize
145,127,50,20.2783411138442,37.148615115368955,176.56055122710137,7.1570896355524685,Summer,Vegetables
43,55,92,10.684229820628692,20.32589070967476,119.40786225043254,5.217118038606049,Summer,Peas
13,21,37,18.167554452939093,81.64961825396162,295.0030939021413,5.387277373959934,Spring,Tea
94,88,128,35.860194168057646,40.71933466930557,173.17947528549195,6.62526896112006,Summer,Soybean
47,18,135,11.098291475266025,26.046206566595615,235.91085852706001,5.656809207904299,Spring,Jute
14,25,101,23.084412997472345,26.0891183976762,225.13663972455126,7.1463817649459465,Winter,Tobacco
39,22,80,13.527012114196832,58.92127935226665,172.63984370359032,8.323106496966153,Winter,Chickpea
81,46,82,22.505219777811032,89.5044385373756,109.7155154169813,5.095568805349577,Monsoon,Barley
110,12,142,35.165547527931324,30.151572708913413,177.6795694782162,6.782043329237666,Winter,Jowar
52,65,30,28.692131002075573,26.973524666476163,220.24290593010863,8.19319673069277,Winter,Fruits
23,143,20,32.1026903599427,50.68127162814635,164.97981764080293,5.206115906606449,Summer,Coconut
123,72,130,20.47312346348743,59.43318776885568,70.48127684068541,5.967403613539433,Monsoon,Fruits
40,76,125,38.331930850304246,40.606625121455835,54.49580738952099,4.994467339959149,Summer,Pulses
14,30,34,31.277862813385003,41.17654647597065,131.96920211695962,7.068150873255794,Spring,Mustard
44,84,143,22.653964578535927,49.71335512942646,87.55598152332797,7.176571710778805,Spring,Soybean
64,58,44,22.79394400681165,41.990193060542424,276.5475614814989,7.156729277742548,Monsoon,Maize
88,40,58,37.56052533829893,84.07321084979617,93.95816752123122,6.668508193453381,Summer,Peas
70,111,11,27.292140803061756,22.936819990344027,148.57067850289152,7.485043471191089,Summer,Jowar
8,95,139,31.191376297091253,36.41991119091922,228.01937801787034,4.643509185519919,Winter,Soybean
87,121,32,22.511056735395123,76.59869573591949,253.85541500401524,8.330053949781224,Spring,Bajra
128,104,20,16.710782942941425,78.37706872654698,169.4282882945327,5.3883848317174134,Winter,Fruits
135,73,59,31.70677875983256,27.80885552749408,95.28375240209803,4.986247874766974,Summer,Tobacco
62,131,51,28.234713164241636,88.16344150089017,117.72380589396326,8.264544171767726,Winter,Rice
138,98,122,25.04028641274338,68.53483949293762,154.74211191028678,7.821747665446333,Spring,Fruits
80,125,105,28.720628199833914,39.0815139188517,141.14864733139575,7.559481677166721,Spring,Jute
135,137,99,16.24856758192701,51.92265053701182,137.16818929241413,4.918982835755926,Summer,Coconut
32,74,70,33.81816119595869,40.7997033697577,82.96345043916607,7.730116854704663,Winter,Coffee
122,13,134,38.44488415060917,30.501557489809358,278.32756304273744,6.936094092039131,Winter,Vegetables
4,37,61,36.73309432503108,40.382464532424066,57.43915160442876,7.42763444404738,Spring,Pulses
40,139,87,19.643072359210514,60.60643562427329,160.00053196893782,8.412281119273569,Monsoon,Sugarcane
27,44,23,22.180173198462278,77.81787863848281,295.08037312577164,5.2777647084720005,Monsoon,Mustard
134,144,39,34.252068993926834,45.4470352422704,214.93098470602553,6.51752784327412,Summer,Tobacco
71,74,75,27.853513924738113,44.35310783834892,138.85266593327083,7.51340778583646,Monsoon,Sunflower
11,28,135,26.437433310299475,52.760049075692585,86.52439611329248,6.234625403086794,Summer,Barley
32,17,8,37.799259026003355,65.11889199750425,290.9681514114402,4.7186123316728334,Winter,Wheat
47,19,2,26.080748829311524,72.61313837026165,53.49659046828743,4.945755595502085,Winter,Jowar
61,13,20,25.448160387619296,42.87596533596317,220.34689265328586,6.908367890182491,Spring,Maize
36,53,94,11.260557737990789,61.044672747759726,270.0343678613318,5.640016585563027,Winter,Jute
98,30,15,12.08250875770413,47.255258889661775,56.29012247156055,5.051362589210374,Summer,Vegetables
103,57,106,10.222609236419505,70.14798952543701,231.2937160226253,5.85956799009833,Winter,Cotton
34,103,92,37.39732677350901,31.52724443619146,299.70944031368373,5.303923728179142,Monsoon,Tea
100,127,132,22.251599800531018,37.984740553590726,209.91061714333733,4.595757866299097,Summer,Peas
130,24,138,24.056841284002374,49.824229388992485,153.6697369608497,5.107255954268664,Spring,Lentil
0,18,78,35.36160842777386,82.25903529449573,268.6001798390705,8.03231184367069,Spring,Chickpea
4,135,69,28.27738931127334,60.132805254548316,188.54481160565706,4.548149130010865,Winter,Mustard
141,2,47,28.285047891717433,87.57772832869881,237.360211697485,7.595401214376382,Summer,Mustard
102,85,14,18.896032880644373,27.229437969675867,196.94474795462622,7.513844423486335,Summer,Lentil
26,144,33,35.01725121773558,52.21227895556544,59.57277312198732,6.756950753435957,Winter,Coconut
136,141,59,14.974899281184815,49.33549710317689,103.28624705133689,5.333791062833482,Summer,Sunflower
14,8,1,11.594487765188436,62.01443234841779,69.69089349668741,8.012236897200927,Spring,Soybean
89,93,79,15.748100725555968,76.83752260953048,76.67194059580575,6.400302275175773,Summer,Barley
41,148,18,18.03211656323694,78.9013617908142,53.851373397017994,5.192824916190942,Spring,Bajra
123,138,48,18.469331735626202,66.91362260938558,155.29124475353825,6.216090369956905,Summer,Jowar
62,19,77,30.115407958563026,64.90754549718875,94.66290793854128,5.27966891097701,Monsoon,Lentil
95,34,27,16.534737619859307,86.43206794313653,263.9241301234929,6.004031364519698,Monsoon,Lentil
51,52,47,30.299749134849534,46.858118114689724,237.5093843851651,6.486751084040481,Monsoon,Millets
95,109,95,12.733965197013992,78.29483199319418,193.294248703874,5.9396035588082,Summer,Soybean
131,135,108,14.41607383293727,84.50526089646058,172.25533633759886,7.128177096290804,Spring,Coconut
142,3,72,25.26464345472985,54.40774709856378,113.96716014399395,8.243671216353754,Monsoon,Jowar
28,101,99,37.65687407729928,71.03718050223102,168.73786646874638,5.892597390587854,Monsoon,Bajra
35,46,28,35.78702766433342,46.39138996696343,210.3073189661027,5.922958055345942,Spring,Peas
12,93,57,39.0626032732841,31.121530993678284,245.55721504819388,7.453209882409062,Winter,Mustard
70,47,47,29.514371958345127,61.05527170306977,70.42051656489835,6.622363726084339,Spring,Coffee
85,90,22,30.27444599248276,33.75301555946723,227.1161721863875,6.2153577584829645,Monsoon,Bajra
27,83,26,28.750689967944762,52.03193915627083,235.68246919032134,7.755232753826011,Monsoon,Fruits
65,67,6,28.684567685745918,81.10155193298333,189.7430502312141,8.064144268765645,Spring,Groundnut
44,138,48,14.41361035202754,26.021273129457636,103.5797989258003,6.862346424188734,Winter,Tobacco
61,124,108,26.31216868491786,22.129997496525476,184.79614687529377,5.240413091022024,Winter,Peas
133,72,67,21.582038003551773,62.45344931673213,175.6762204538276,6.3651435560079115,Winter,Wheat
27,3,72,23.2761164733188,43.174292861642655,168.92752409669905,6.517482648592537,Monsoon,Barley
27,75,100,25.70801719177712,49.25563948481407,165.15997886679602,6.228829428443438,Winter,Coffee
107,72,7,13.85188515406755,48.399741206083206,77.70639157287994,5.549727515461537,Summer,Groundnut
43,76,52,20.784632015563595,26.06341603066945,95.72312121434119,6.389287230895418,Spring,Lentil
83,47,141,11.903486826298108,20.24965028757162,74.33302211283558,6.286184608390759,Monsoon,Rice
29,101,134,39.39004391267197,82.8896270004985,110.61945691699611,5.337974095807755,Winter,Wheat
74,105,136,13.555840864603784,35.245899263262245,115.86919568266825,8.11372260934426,Monsoon,Peas
127,76,2,17.755742156348635,49.82552943050018,111.26896537326135,8.041363803389872,Monsoon,Jowar
91,38,77,36.73878780110192,88.0348057669755,102.73226704640086,7.538465713802359,Monsoon,Mustard
128,57,144,24.481301387174256,77.87338073885566,233.85551137119725,6.1037863104491255,Winter,Bajra
120,18,85,14.069116045618909,27.555159868389154,254.64134989952947,5.981367631568542,Winter,Vegetables
26,87,45,21.526916141180468,55.596332212881,131.77730414314246,7.365861509583858,Spring,Tea
120,112,89,13.476039825741575,71.10553185465112,126.28222292111222,6.932476940012275,Winter,Coffee
115,76,141,16.006479912535053,68.88749494994487,261.00808743812695,6.902393295787031,Summer,Peas
2,76,8,11.560895408495352,73.25892966831292,205.98097541644776,4.996446109979427,Summer,Millets
102,27,114,23.146824836472998,52.02182584216247,123.35958119726438,6.973135121181794,Monsoon,Bajra
136,65,129,34.19908365175779,32.31460505311975,228.40307314664554,8.107452044493463,Summer,Coffee
61,9,74,27.579075360996864,52.54107107435608,136.14820255829184,4.843265882681734,Spring,Pulses
50,125,80,28.190359164538354,65.35210744213043,196.63890358554326,5.856685196283149,Spring,Wheat
58,57,127,16.01752090249721,62.60144606236176,298.1585074969504,6.536057165788289,Winter,Lentil
117,141,33,20.316815297570997,24.936543765202522,125.39859380400831,7.244037979325948,Spring,Barley
95,124,146,35.35726311522496,24.546670385753423,282.6315001770833,4.858539718225005,Winter,Jowar
112,111,38,12.635685529795436,87.56804818086484,130.16310357117453,7.991224773155377,Summer,Maize
61,83,12,35.73791961005601,30.62638185278397,185.07167609370586,4.662182481632605,Winter,Lentil
51,142,132,24.51070078794357,40.61237248082054,164.99594739975998,7.93075866722897,Winter,Vegetables
11,95,49,35.11442293975352,73.73441375093158,245.78989058598404,4.610607023461021,Winter,Barley
38,32,22,19.54019258183201,48.67739530762225,65.2731748704987,5.1140932173094225,Summer,Cotton
129,144,121,20.165288547490626,32.70253972820229,206.78057601716597,7.701295308614694,Spring,Sugarcane
130,140,119,32.54814604969428,52.7062667616847,240.16673608720572,7.940657748815113,Winter,Tobacco
112,46,87,33.54988520176661,59.826497953435606,168.0362128455298,8.429063317144902,Winter,Barley
100,111,111,16.889340339704404,51.693662649465296,76.32315163445134,4.9628593133747,Spring,Coffee
112,143,110,39.18613974465717,84.32622528304763,111.20125337120328,6.605804464362526,Monsoon,Maize
80,42,71,12.53470312734487,39.9289506569653,219.9180925252159,4.808623306158762,Summer,Millets
112,7,56,12.055088893063926,66.29325124897696,273.85934637507876,5.125630503855398,Monsoon,Bajra
1,2,0,27.865126458583084,27.860630498692842,155.40215175012216,5.197975431625453,Spring,Sunflower
129,124,112,31.68222303314864,47.45998203648186,190.1030087695648,4.753553005836341,Summer,Soybean
53,11,61,38.82658387674921,71.86952761094815,107.09625918171551,8.071919223713348,Summer,Sugarcane
86,83,46,22.148373423965847,35.73718584126258,153.05332850921786,5.005422072057439,Summer,Sugarcane
128,15,77,10.758742269688993,61.28397319580888,134.19745194262288,7.017363372049295,Winter,Chickpea
146,77,105,28.08689018339221,30.740592044634223,213.88138699288092,7.002988258252565,Winter,Coconut
125,58,125,18.690880617963156,27.189118395295978,296.17473791877774,5.294580821464849,Spring,Tobacco
129,62,4,22.988413635862067,56.62629242475299,253.32586299642156,8.493645044943126,Summer,Rice
52,48,30,24.65408446749806,67.25076972602201,98.04114623154629,5.889471092783545,Spring,Wheat
67,50,36,11.935378322141014,27.935694636413842,194.4196483266917,8.120377483853579,Winter,Groundnut
122,32,78,24.579453536923083,84.24433766610406,66.6029287371004,8.29313892901498,Spring,Chickpea
144,29,142,22.789590004129444,35.80405838882268,111.7288717106589,8.295955257198786,Monsoon,Vegetables
37,75,51,31.376327958597795,28.398271571151,93.05441901509761,7.511350350406891,Winter,Rice
23,14,138,29.36997733637034,34.18892358451474,133.88638440986574,5.5152200212479325,Monsoon,Rice
68,81,42,15.556471544516832,31.870071957228937,219.70349226105338,4.982621407241032,Winter,Jowar
115,91,39,16.18416754631191,26.34722554290643,174.84832922920668,6.779539908616887,Winter,Fruits
97,22,62,17.530185363231197,75.84874643450952,283.22731495730443,5.940156524388042,Monsoon,Vegetables
138,93,129,15.36851320891532,54.68764423208777,103.18720996212717,7.824156047276897,Monsoon,Peas
143,44,86,29.716395990054014,47.1963608265078,141.05228656348504,7.479960210467006,Summer,Sunflower
96,61,72,39.832905376008114,86.54395488888932,132.4631441981174,5.605873184693646,Summer,Sunflower
123,14,103,29.563250215478096,45.970587094535354,108.99090648998248,4.568060934758915,Spring,Coconut
69,45,15,28.200446385738736,31.688090823303256,298.29269228156113,5.449263035803648,Summer,Fruits
92,63,58,22.297838000532174,39.183002434861734,146.8063863607636,6.7684623369690655,Summer,Lentil
2,74,46,19.37740776579282,36.72765735120175,285.1272451248996,4.8159898888503765,Monsoon,Jute
147,51,115,37.33221270719437,54.91188956943134,147.61836846324735,7.133090398866459,Summer,Pulses
146,87,108,39.07005622426459,40.40535867682018,101.02291968516522,7.186785139089199,Winter,Jute
89,56,8,24.903285267631833,56.12428205304533,79.80158267067779,5.177575689439516,Winter,Fruits
146,82,64,18.706014865196725,66.85053974627522,263.8907982938763,6.885272936341723,Winter,Vegetables
147,65,58,33.103666230093026,74.41091499992805,58.02441012126956,6.927885711844935,Winter,Lentil
95,149,101,13.973703726006352,69.71104468870615,291.09864708482036,6.411912585416216,Spring,Chickpea
51,19,135,32.96764712931045,34.39135015194527,154.5478029463871,8.312983230115496,Monsoon,Wheat
127,32,122,34.56845122934016,28.112980346992764,111.84358777108929,4.932652721193998,Spring,Maize
38,71,145,13.74711833881502,57.97151113708757,204.36153305384062,6.12650267481168,Spring,Soybean
81,24,90,39.30584406389691,33.923825384570165,83.22824795904658,8.031683089012644,Spring,Chickpea
103,45,95,39.56536871165436,25.945360524005928,68.03639339158894,6.045256069838437,Monsoon,Sunflower
128,72,57,38.10158437982054,56.8966040085592,256.94583797739176,6.19855843602134,Monsoon,Jowar
10,97,31,24.88104428218793,42.87559295754568,156.1676936563317,7.173095521747811,Summer,Jute
41,56,47,17.382224268304853,72.93043083569526,179.563728026133,7.162254198318328,Spring,Lentil
98,86,44,27.46027842645739,41.99341413838926,94.17400221876622,4.591607833755061,Summer,Fruits
6,132,99,22.59801515414307,88.51019959390696,65.35606113173557,6.322789704451815,Summer,Bajra
143,54,99,16.17845934151591,73.09662338824957,141.94403316296166,5.834047378793638,Winter,Rice
89,60,45,22.710292288535427,24.03852550422035,176.53656309502236,7.010780988587145,Monsoon,Maize
111,88,143,29.916695070327716,55.621091824939334,241.35765546950697,6.722809262781086,Winter,Bajra
59,7,125,12.12739932357973,59.383435084987724,175.26300005886583,7.103446508454791,Winter,Sugarcane
112,15,45,20.002540043380495,68.67118974771184,245.62675442147574,7.115069546024015,Spring,Bajra
1,115,120,10.533846700384755,54.84577579236308,78.85819491857846,5.519487445230535,Spring,Tea
128,60,87,32.48486516385027,53.84105188902012,65.99069301098791,5.4858590582767395,Monsoon,Vegetables
47,14,60,29.220738028501025,45.75570281743289,89.7152410358629,5.981129580092613,Summer,Mustard
139,149,45,11.880164041058975,39.00229687294216,243.00303172218213,5.467833842146776,Summer,Pulses
36,130,80,38.942126788059035,86.23401483837141,239.83255770967537,7.231232311274668,Spring,Jute
8,101,44,10.67864671381302,42.231766874406034,85.34195112766037,6.911463900897836,Winter,Coffee
98,53,117,27.69881939428266,24.439492720623146,57.74716456266994,5.3655480265682005,Monsoon,Maize
146,13,46,33.29102385397167,31.709931750538857,221.3204840530413,8.036419235198764,Summer,Peas
47,35,22,33.63688939134169,80.00936452289028,263.82044581074433,6.34265046028454,Monsoon,Vegetables
130,104,60,11.028554067796113,61.064342138636874,238.52692387754556,5.008212893166665,Spring,Maize
147,81,12,37.19245397921318,74.5146384563946,100.69974515376954,5.351862352366329,Spring,Wheat
53,66,6,37.55355015781366,76.6147082297786,195.94197430633392,6.659402252521382,Winter,Maize
119,9,140,26.84171119463118,77.62655074477513,239.3414301563853,5.85369606582238,Winter,Lentil
115,48,27,24.462495966614384,58.54295954212261,113.95717613675988,7.904887746377874,Winter,Tobacco
74,110,95,11.346023891877994,32.39844169893734,181.93020034236324,6.478941629608681,Winter,Chickpea
112,64,106,26.85862427529606,30.37629265652992,128.61510099344258,8.161179201737614,Monsoon,Jowar
103,56,97,22.281372453106922,60.17890942625787,106.39385433175528,4.90730592375342,Winter,Sugarcane
83,26,111,33.18419222225968,45.65600475799735,292.3973316927131,7.174372531979032,Monsoon,Rice
111,112,0,22.116507006582637,59.06337688720372,278.1454900967316,8.043139409410756,Summer,Rice
98,132,42,30.507424999741293,54.893449096650535,161.41693273787178,5.671721902228882,Winter,Groundnut
92,70,41,13.042244387125924,62.153865578828395,84.1945152659941,5.042750385261153,Winter,Coffee
145,82,94,13.988568122979007,22.247825351559573,231.97682583016217,6.326578951912792,Spring,Soybean
127,56,128,14.191305719474752,22.298567644108633,113.92528253205506,8.34533690531047,Winter,Mustard
109,119,50,11.365764993992306,70.51166195939561,92.12945145952362,7.033847702013282,Monsoon,Groundnut
81,92,143,26.239865778094114,33.51890706759039,145.38225443454616,7.075907884120957,Monsoon,Soybean
53,14,14,33.81903178130908,65.65389235344395,182.46245229168477,7.186005018122355,Monsoon,Jute
67,110,124,28.312336110809984,58.26031375540182,74.36008245510365,4.659045502375164,Spring,Coffee
32,100,86,27.248646566585688,88.72561299832364,192.93661826213165,6.28259920529757,Winter,Rice
141,118,52,30.418717852082093,78.47841152181437,53.83709369065538,4.810288041766839,Monsoon,Jute
20,75,144,20.189359692160444,48.91941649319446,272.9672651482717,5.763435317487815,Summer,Groundnut
47,19,88,20.858622149446866,63.14889740652155,280.1854223197166,7.7863960973475095,Summer,Cotton
147,130,105,19.428102946627675,28.210262005783044,233.26769337796287,7.125079798908117,Summer,Chickpea
127,72,5,31.363267985607266,47.04702300736667,166.6373521435444,8.48229079494126,Winter,Rice
135,121,30,14.84921007012323,71.37214187629121,113.7240676408278,5.188617697490708,Winter,Tobacco
134,40,39,10.39075840938773,63.587010889005754,236.02802267784912,6.088216944741693,Summer,Tea
144,129,68,27.88589340167477,53.91299270641505,282.94930048801587,7.738560865291738,Spring,Sugarcane
127,22,134,38.27144094202616,32.357037283686836,89.6334262243599,5.362766409573696,Winter,Millets
32,22,12,28.282237509889143,76.22021483102813,166.4554973244245,5.1148873853165,Winter,Bajra
114,143,3,33.48764958822685,39.121662308810386,128.81540900898204,6.210450227975304,Monsoon,Rice
118,8,2,30.183721283980905,77.43353571633367,139.18544726147746,6.034905960630006,Spring,Sugarcane
21,12,139,24.92309960569049,62.812634395649546,151.43944533073312,8.420823763613406,Summer,Groundnut
37,50,64,31.55177205351538,46.091199956415124,287.9490860928346,6.325006116106604,Summer,Lentil
108,63,26,34.723123715656655,22.842365537199406,114.6592919670234,7.943785372411014,Monsoon,Bajra
50,51,106,16.74194932515094,36.26931910410638,173.16895977337666,8.051862076935558,Summer,Barley
7,37,49,20.083914414494366,82.23496478417147,287.8718679154476,5.131486856377637,Monsoon,Groundnut
26,99,16,16.711771975098515,77.25820407270022,169.01422255457933,7.3612192049938185,Monsoon,Wheat
26,145,31,23.56518866771323,60.239731905386854,265.8998804803633,5.610428556845614,Monsoon,Barley
20,50,16,36.55193652750003,52.642572477348885,64.69119358132023,4.8789558730505185,Monsoon,Maize
29,136,33,20.356213025059972,65.29998755310764,288.257604615809,7.998819644406348,Summer,Tobacco
96,140,34,21.234006673916603,52.63736894903111,96.88278675651273,5.669732163853405,Winter,Coconut
27,54,145,35.81101704015795,65.10133885033983,294.9837586828211,5.88146268076324,Winter,Mustard
110,108,49,25.461229922340255,41.51828697621106,93.8942163146371,5.79595614607736,Spring,Barley
60,43,102,26.063469989423034,78.69480525380325,161.09148694874355,5.301181691813479,Summer,Lentil
47,109,32,35.824036099966385,69.13425254256867,127.15362289313613,6.238013528114497,Summer,Tobacco
146,127,88,24.715802110764194,43.098293989938426,158.30785527376102,6.213171283209759,Spring,Bajra
3,104,128,30.44672603888186,78.14662803764088,112.63118498138138,6.135006502844732,Winter,Cotton
34,9,84,12.569339976221823,54.11397715972252,291.3293531069105,8.165190988626318,Summer,Barley
48,99,58,15.35895139380656,32.2247205316223,126.43124601827292,5.859006514783245,Spring,Coconut
16,147,9,22.13128602148737,25.439872340246865,213.31872801605573,4.621515633376626,Monsoon,Rice
45,108,56,24.845172034596246,68.97240233460542,84.36187239969712,5.213748024963105,Monsoon,Barley
116,107,65,38.97201103708689,80.55845629456074,256.09687121247094,7.3859883062938945,Spring,Lentil
5,139,118,39.1195489914337,76.52093920161806,185.62698587737833,6.863434425258045,Winter,Wheat
98,145,111,35.53591262436285,65.89557211555064,294.861531132829,8.306939214964743,Summer,Tea
123,93,14,19.467965058567238,29.89625389233376,155.8505542083588,7.277740428763533,Spring,Chickpea
36,62,12,38.92084872497319,26.583085318365747,98.8619687441651,5.276966693594845,Monsoon,Maize
23,83,113,30.680225940286377,44.15207361082078,136.5047498602459,4.9825768745092125,Monsoon,Tea
92,24,117,21.78820383452201,79.84376232791382,234.24140152337355,6.583039101257907,Summer,Coffee
45,11,141,31.05024750954299,87.3215389214665,214.77663024896898,7.16105094456937,Spring,Fruits
94,148,113,10.495681893595798,36.89525983929499,244.58685190443128,5.162546951874146,Spring,Mustard
98,24,33,14.384640468226408,73.34669694072039,68.36757305105228,6.906772041530873,Spring,Peas
115,10,100,34.89057134669103,60.1708451835044,195.09219383619663,7.96011473571863,Summer,Maize
66,63,24,29.367209106195133,22.22651569545599,283.04216925907616,7.410275712372178,Monsoon,Pulses
127,125,111,20.92584103875652,58.00414449530579,76.97547987039434,7.156764323527231,Spring,Fruits
17,49,53,25.01999920668156,76.41582820925487,73.58381472824472,7.657324218039697,Monsoon,Coffee
24,88,11,37.154264489373006,39.328594834081855,229.1510911298785,4.916330836214923,Monsoon,Vegetables
53,98,125,28.947343284372597,82.81531367793227,128.7956139610505,5.315325823244778,Monsoon,Coffee
57,115,136,21.944478518029907,36.53822848122458,214.64480259022673,4.652397988103156,Summer,Maize
66,95,30,13.60979972192605,25.3531192850838,186.34612826258999,5.079911781707027,Monsoon,Wheat
103,13,77,18.81240404876683,31.19575166076948,296.5166645849764,8.152729370678106,Winter,Pulses
23,0,52,39.3502069838975,78.59020081046428,272.2641042387185,5.388579711669252,Winter,Millets
113,24,111,23.120891885553327,49.21141433276698,219.51819539042793,7.148388865383452,Monsoon,Fruits
31,71,42,24.155183915345827,75.78618945351604,115.41865652578763,7.2662689965415135,Monsoon,Bajra
85,68,41,24.95794097191046,57.186314269271655,115.47704053761738,7.081301837678352,Spring,Wheat
126,132,123,36.52312068844633,53.639138735610196,270.5609501422365,6.715684194943453,Winter,Coconut
