nitrogen,phosphorus,potassium,temperature,moisture,humidity,soiltype,cropname,recommended_fertilizer
44,98,72,29.8,24.5,24.3,saline,pomegranate,compost
7,44,7,15.5,49.5,71.1,arid,peas,urea
86,70,99,40.3,59.0,67.3,peat,tomato,organic
21,88,88,22.0,60.3,68.9,laterite,kidney bean,urea
32,64,94,30.2,21.5,40.5,saline,carrot,compost
72,5,51,13.8,36.5,84.8,saline,barley,bio-fertilizer
69,82,60,14.6,85.8,65.8,arid,guava,super phosphate
45,75,30,20.5,19.5,64.8,mountain,tobacco,mop
54,92,15,46.6,61.0,32.0,red,lentil,ammonium sulfate
80,61,56,34.7,10.3,79.8,laterite,tea,super phosphate
94,11,4,18.3,15.7,79.3,loamy,sesame,super phosphate
60,50,29,20.9,55.7,55.1,arid,pomegranate,dap
62,3,94,33.4,70.2,69.7,red,millet,mop
82,70,12,46.0,53.2,73.8,saline,black gram,super phosphate
55,72,76,25.7,52.5,60.9,loamy,wheat,urea
86,7,15,20.7,82.0,73.7,loamy,maize,organic
9,97,56,35.6,18.4,28.1,black,rye,ammonium sulfate
88,91,11,20.0,46.6,81.3,alluvial,orange,npk
51,30,70,49.8,56.3,84.3,saline,wheat,super phosphate
46,43,40,18.8,63.6,21.4,saline,cauliflower,dap
0,37,39,41.6,63.2,87.0,saline,linseed,organic
56,22,40,41.8,47.8,81.2,arid,linseed,ammonium sulfate
83,43,53,38.0,16.4,77.6,alluvial,groundnut,urea
22,47,24,13.3,13.4,34.3,forest,jute,npk
5,16,38,29.8,66.5,83.4,peat,grape,organic
78,73,67,19.4,88.4,26.9,mountain,sorghum,vermicompost
99,99,58,45.1,27.6,87.0,mountain,soybean,super phosphate
84,32,51,28.5,67.5,55.1,alluvial,papaya,compost
65,81,77,27.8,19.6,74.5,laterite,linseed,vermicompost
37,100,69,42.0,78.6,71.9,arid,cowpea,vermicompost
26,20,24,46.6,12.5,86.7,forest,rye,mop
61,27,55,26.6,14.5,74.3,peat,spinach,organic
80,80,90,38.2,79.8,81.3,alluvial,green gram,ammonium sulfate
93,55,32,31.2,45.3,65.9,loamy,mustard,dap
55,66,99,37.4,31.4,41.5,red,garlic,ammonium sulfate
87,36,88,11.4,87.8,44.9,saline,safflower,npk
13,53,63,20.6,24.4,74.2,alluvial,sugarcane,compost
30,44,97,28.0,56.1,86.6,saline,grape,bio-fertilizer
17,39,74,38.4,24.9,39.7,peat,black gram,ammonium sulfate
31,25,78,49.7,82.9,63.4,forest,coffee,dap
46,39,29,40.2,26.7,45.7,saline,guava,dap
91,96,82,10.2,65.9,74.0,forest,green gram,mop
9,0,18,22.5,25.6,70.3,loamy,tea,npk
28,81,86,33.3,17.7,55.6,red,garlic,vermicompost
46,72,80,14.8,31.7,59.5,saline,coconut,organic
22,57,54,15.8,43.4,65.0,arid,groundnut,compost
76,19,92,47.4,59.1,44.7,laterite,tea,vermicompost
64,1,13,29.9,24.1,87.9,black,wheat,urea
20,7,62,32.5,68.6,89.0,black,potato,vermicompost
39,81,14,34.1,87.0,49.0,arid,maize,compost
66,79,7,14.2,49.3,31.4,loamy,millet,compost
77,43,62,29.3,57.0,77.8,loamy,black gram,dap
87,88,84,25.3,55.2,84.7,black,cabbage,vermicompost
38,33,96,28.3,10.8,88.3,loamy,green gram,bio-fertilizer
28,64,48,22.6,34.5,42.9,peat,rye,npk
51,6,76,14.3,21.3,64.8,black,barley,mop
7,45,81,28.6,19.7,65.0,alluvial,groundnut,mop
53,53,39,32.9,89.4,37.9,laterite,papaya,mop
28,14,73,27.8,28.7,88.8,mountain,wheat,compost
100,2,75,36.3,74.5,39.8,forest,wheat,bio-fertilizer
78,82,15,48.9,13.0,71.5,peat,tobacco,bio-fertilizer
43,45,68,25.2,80.4,64.2,black,cauliflower,npk
22,31,2,31.5,51.2,85.5,red,papaya,bio-fertilizer
54,54,50,10.3,86.9,50.5,saline,tomato,npk
84,68,48,13.2,76.1,40.9,arid,sesame,mop
13,96,23,31.9,26.2,43.2,laterite,banana,npk
1,87,23,14.8,38.0,65.0,mountain,cotton,compost
42,41,33,44.0,26.4,33.3,black,peas,super phosphate
67,12,27,47.6,65.5,86.5,saline,tobacco,npk
71,91,53,42.5,44.3,38.8,laterite,coffee,super phosphate
44,32,65,42.5,26.4,84.7,saline,maize,compost
23,0,17,19.9,26.3,63.5,forest,oats,mop
57,79,33,23.3,37.9,89.7,laterite,coconut,urea
82,7,58,25.6,13.5,49.0,loamy,kidney bean,npk
25,70,89,23.8,20.8,68.3,saline,mustard,super phosphate
76,45,88,43.3,72.6,41.6,laterite,green gram,ammonium sulfate
92,20,31,44.0,69.2,80.8,alluvial,cauliflower,vermicompost
2,82,95,40.9,70.3,73.5,black,pineapple,compost
83,14,31,13.6,21.8,47.4,red,banana,npk
26,97,67,38.8,45.6,52.5,peat,papaya,ammonium sulfate
57,38,29,15.5,62.1,51.6,peat,spinach,compost
100,89,2,38.2,38.2,58.6,peat,oats,vermicompost
55,54,33,23.5,32.9,45.1,saline,oats,compost
31,39,25,37.2,38.1,61.4,alluvial,onion,super phosphate
67,51,58,48.8,67.8,77.7,arid,coffee,compost
85,37,64,18.3,57.6,84.3,saline,guava,npk
5,62,53,18.2,48.9,20.2,red,sugarcane,organic
100,75,78,40.5,61.7,53.6,saline,papaya,super phosphate
65,0,97,29.6,14.1,53.8,saline,cotton,ammonium sulfate
76,29,88,20.9,59.0,89.9,forest,rubber,vermicompost
39,68,35,39.2,35.5,82.6,red,sugarcane,vermicompost
100,78,70,45.0,61.1,50.2,arid,sesame,organic
1,56,59,23.2,43.5,26.6,laterite,coffee,vermicompost
11,89,40,38.1,30.2,24.2,alluvial,groundnut,urea
54,15,62,41.7,45.9,63.1,mountain,grape,npk
24,76,17,35.5,77.0,62.0,alluvial,millet,dap
67,25,22,39.3,16.6,67.4,black,soybean,organic
58,84,51,14.8,34.9,47.9,black,pineapple,ammonium sulfate
92,44,3,45.3,74.3,53.1,laterite,pigeon pea,vermicompost
52,51,64,25.3,81.6,89.8,alluvial,linseed,mop
81,2,50,49.1,24.4,52.1,saline,apple,mop
33,19,91,46.3,31.7,28.5,red,cabbage,ammonium sulfate
76,55,29,21.3,21.7,41.8,red,cabbage,urea
25,41,82,31.9,86.1,45.5,saline,grape,super phosphate
78,42,53,21.7,76.1,24.5,loamy,cauliflower,super phosphate
56,89,24,32.3,35.3,70.6,loamy,millet,bio-fertilizer
29,100,3,38.3,47.8,30.3,black,tea,ammonium sulfate
16,29,34,32.0,70.8,24.5,saline,cowpea,compost
89,84,53,34.5,30.3,50.9,black,sorghum,npk
76,36,84,45.7,69.7,46.7,laterite,chickpea,ammonium sulfate
84,60,30,48.8,35.8,30.7,saline,barley,super phosphate
61,88,24,41.6,89.7,38.6,alluvial,lentil,ammonium sulfate
21,99,68,40.7,20.4,75.7,arid,grape,urea
100,58,40,12.3,46.5,81.6,black,cowpea,ammonium sulfate
31,9,5,13.9,41.3,83.2,saline,sesame,organic
19,74,68,40.0,87.5,55.6,arid,wheat,organic
88,55,73,10.5,23.5,61.3,alluvial,tomato,super phosphate
64,15,29,36.1,21.1,72.7,loamy,soybean,compost
17,92,6,42.5,32.1,81.2,arid,cowpea,bio-fertilizer
74,26,95,15.2,67.2,53.1,mountain,pomegranate,organic
55,72,87,16.3,15.6,35.3,laterite,onion,npk
39,28,30,17.4,53.8,69.7,forest,rice,npk
85,26,46,18.0,28.3,34.5,black,cabbage,npk
51,64,31,43.0,80.5,57.3,laterite,orange,organic
35,75,58,20.6,66.6,66.9,loamy,rubber,dap
27,5,61,29.2,89.2,35.1,arid,wheat,bio-fertilizer
33,27,72,32.7,28.2,76.0,loamy,pomegranate,super phosphate
7,57,54,26.0,17.0,87.7,red,brinjal,organic
16,46,44,37.4,82.4,78.8,loamy,potato,dap
39,36,77,36.8,72.2,83.1,red,rice,bio-fertilizer
3,83,47,45.6,76.3,77.3,saline,soybean,ammonium sulfate
39,71,14,36.2,55.0,55.9,red,soybean,organic
67,24,74,12.6,51.7,83.6,alluvial,pigeon pea,compost
8,40,72,12.5,67.1,82.5,saline,tomato,vermicompost
36,80,85,24.3,69.2,27.7,forest,lentil,super phosphate
78,50,66,25.9,16.3,33.9,black,brinjal,bio-fertilizer
52,8,100,10.1,65.9,30.6,saline,peas,mop
2,67,83,45.6,36.8,71.7,mountain,cauliflower,mop
44,80,33,25.5,71.6,40.2,alluvial,black gram,ammonium sulfate
10,59,2,45.9,69.0,60.6,mountain,brinjal,compost
38,1,48,47.8,63.2,72.0,forest,chickpea,ammonium sulfate
37,49,76,32.3,82.4,38.8,loamy,oats,ammonium sulfate
94,1,46,12.6,19.3,37.1,black,black gram,dap
95,41,92,12.6,27.1,42.2,peat,spinach,organic
92,48,51,36.5,62.1,32.7,forest,mango,compost
87,100,79,37.6,51.6,23.8,black,mango,urea
0,19,52,47.0,79.5,53.2,red,garlic,vermicompost
73,13,82,20.7,79.6,30.8,alluvial,papaya,compost
85,96,98,11.2,40.3,29.1,laterite,black gram,dap
32,55,54,48.5,76.6,48.4,red,onion,super phosphate
47,70,21,36.3,40.9,26.1,saline,potato,super phosphate
100,31,43,34.7,52.0,35.3,loamy,lentil,bio-fertilizer
57,27,93,43.3,26.6,24.7,arid,sesame,dap
48,81,68,30.1,40.7,82.9,arid,banana,organic
13,41,75,48.8,25.2,82.7,alluvial,safflower,mop
34,32,61,31.0,76.5,29.3,arid,cowpea,organic
15,53,36,39.6,39.4,82.4,arid,watermelon,urea
47,93,55,35.1,64.9,82.9,arid,pigeon pea,organic
78,55,92,40.4,85.6,48.1,laterite,groundnut,ammonium sulfate
67,65,13,40.5,10.2,86.4,peat,safflower,ammonium sulfate
1,14,96,38.2,36.1,22.8,laterite,sorghum,organic
9,86,19,10.2,16.2,68.3,laterite,spinach,bio-fertilizer
68,27,66,43.8,15.7,79.9,mountain,pineapple,bio-fertilizer
88,11,10,32.4,69.3,77.1,arid,black gram,urea
41,25,60,39.1,35.7,55.3,arid,sesame,urea
100,21,53,15.3,70.2,77.2,laterite,brinjal,npk
56,74,10,25.0,83.8,25.3,laterite,potato,organic
36,88,93,46.2,74.3,55.0,alluvial,carrot,bio-fertilizer
26,52,55,22.6,26.8,55.1,peat,apple,vermicompost
26,9,36,46.4,50.7,43.4,alluvial,maize,vermicompost
3,29,84,20.8,89.7,42.7,laterite,guava,mop
36,9,28,19.3,37.6,49.8,mountain,maize,ammonium sulfate
77,59,28,18.0,85.0,77.7,peat,pineapple,bio-fertilizer
65,3,66,19.9,34.3,81.3,mountain,mango,vermicompost
68,58,15,45.5,25.0,86.1,saline,sunflower,urea
99,25,63,15.8,74.5,83.4,forest,apple,compost
61,10,6,27.2,54.9,48.6,laterite,papaya,dap
68,43,99,40.1,23.7,22.8,peat,green gram,dap
25,52,0,13.3,86.7,36.7,forest,pigeon pea,compost
23,93,23,40.9,61.6,37.4,black,onion,mop
39,64,52,24.9,35.6,22.0,loamy,grape,urea
96,44,47,34.5,39.7,23.2,saline,cotton,compost
25,42,56,35.9,51.2,45.1,laterite,wheat,urea
55,13,90,49.5,39.0,52.2,black,rubber,dap
13,46,86,27.3,65.7,79.3,peat,coffee,compost
62,37,41,28.6,24.7,56.6,loamy,lentil,compost
5,90,47,18.6,78.0,61.0,laterite,guava,compost
54,0,2,34.3,42.2,65.8,forest,black gram,vermicompost
67,99,56,26.1,69.9,62.6,saline,cabbage,organic
19,44,89,13.8,33.8,45.7,black,linseed,vermicompost
39,18,48,37.7,43.8,42.6,peat,peas,npk
25,78,6,18.6,52.2,26.9,red,brinjal,vermicompost
90,75,49,37.7,61.1,49.5,mountain,rice,mop
49,76,28,12.5,89.7,67.1,red,rice,super phosphate
58,31,39,21.6,64.2,62.8,mountain,barley,urea
77,40,34,19.4,30.1,85.4,laterite,banana,npk
9,68,79,18.2,25.1,45.1,saline,soybean,dap
98,22,94,21.6,78.3,58.8,saline,lentil,dap
39,1,35,12.7,53.3,26.6,black,onion,super phosphate
29,52,27,47.3,72.5,51.9,black,peas,dap
20,61,84,44.0,68.5,78.3,loamy,peas,ammonium sulfate
22,6,23,11.2,85.8,31.4,peat,brinjal,organic
87,97,80,20.4,26.5,35.4,peat,barley,compost
23,2,16,44.8,66.5,29.0,loamy,pineapple,bio-fertilizer
79,83,0,19.9,63.9,88.6,red,wheat,ammonium sulfate
66,5,100,18.1,20.5,25.5,mountain,mango,mop
43,12,14,12.4,81.2,81.1,peat,cauliflower,organic
97,18,84,29.9,69.5,71.1,saline,safflower,compost
23,49,49,10.2,50.4,42.8,red,spinach,dap
41,61,79,14.0,14.2,79.8,arid,garlic,super phosphate
0,1,12,43.4,22.4,55.9,saline,linseed,urea
9,64,55,38.8,72.6,58.1,mountain,maize,organic
85,87,61,40.9,27.1,41.8,peat,sunflower,vermicompost
82,39,62,41.1,73.2,48.9,laterite,apple,compost
62,21,8,23.7,81.2,23.5,forest,potato,super phosphate
29,100,53,15.3,66.0,82.8,laterite,groundnut,bio-fertilizer
72,36,61,33.7,87.7,28.3,loamy,pomegranate,compost
69,3,61,18.5,43.9,85.3,arid,green gram,organic
54,41,62,35.8,19.0,58.3,red,sunflower,ammonium sulfate
12,3,17,36.0,47.6,67.6,peat,soybean,urea
21,50,89,43.9,67.6,87.3,peat,cowpea,ammonium sulfate
43,18,16,17.1,41.2,64.8,arid,cotton,compost
70,38,45,15.2,72.4,81.3,black,papaya,npk
71,24,0,20.8,47.8,44.5,red,carrot,ammonium sulfate
3,95,64,17.6,18.4,31.3,forest,rubber,super phosphate
96,32,3,48.4,63.8,47.9,alluvial,black gram,mop
85,81,71,23.8,86.1,44.7,arid,wheat,vermicompost
28,14,78,43.4,47.6,37.4,saline,pomegranate,bio-fertilizer
88,43,85,16.2,14.9,86.2,black,banana,ammonium sulfate
47,97,42,17.9,57.3,25.4,black,safflower,ammonium sulfate
100,84,97,30.0,12.6,48.0,peat,cabbage,organic
67,77,88,15.2,72.0,83.9,loamy,coconut,npk
20,91,2,48.4,76.3,72.7,saline,grape,super phosphate
72,77,0,28.8,13.8,54.1,mountain,carrot,urea
72,81,95,41.6,43.2,77.6,peat,guava,mop
20,32,89,46.8,41.3,54.2,laterite,cowpea,vermicompost
90,54,23,13.0,42.2,30.1,loamy,apple,urea
38,60,17,29.7,11.0,71.2,forest,papaya,organic
44,73,97,43.0,12.5,55.6,alluvial,groundnut,ammonium sulfate
2,43,49,22.9,32.3,41.9,forest,sugarcane,dap
31,60,3,28.8,39.1,37.2,loamy,cowpea,compost
70,56,34,35.9,16.5,84.8,peat,lentil,organic
27,78,17,26.8,47.9,28.0,arid,cotton,urea
27,92,41,16.3,76.4,79.8,loamy,coconut,compost
47,19,49,12.9,40.1,83.7,arid,sesame,mop
50,48,66,47.6,87.2,76.4,red,rice,organic
61,76,32,14.1,39.1,21.9,mountain,black gram,ammonium sulfate
75,30,93,14.8,42.3,43.0,alluvial,groundnut,vermicompost
18,84,67,32.3,45.4,71.0,saline,mango,bio-fertilizer
78,41,95,26.1,67.5,85.5,mountain,wheat,super phosphate
9,76,71,19.1,31.4,35.8,saline,linseed,npk
76,43,28,11.3,68.0,86.2,forest,jute,dap
73,11,52,11.3,15.5,44.2,alluvial,black gram,npk
49,15,19,41.8,61.0,82.8,saline,kidney bean,bio-fertilizer
71,50,47,45.9,47.0,44.4,mountain,watermelon,vermicompost
11,4,95,49.3,33.5,30.4,alluvial,barley,npk
14,91,73,10.5,19.1,71.5,arid,kidney bean,dap
3,12,18,41.5,20.0,56.7,peat,safflower,vermicompost
9,0,85,21.7,16.1,76.6,mountain,brinjal,compost
43,16,53,13.8,62.4,41.0,loamy,linseed,super phosphate
79,76,77,15.7,17.0,34.0,loamy,oats,bio-fertilizer
69,20,11,13.0,22.3,46.1,laterite,oats,npk
92,57,54,48.3,77.1,59.7,forest,barley,super phosphate
11,44,82,48.7,87.8,65.2,arid,spinach,super phosphate
53,7,4,28.1,62.5,33.9,loamy,pomegranate,npk
11,19,17,13.3,51.1,59.4,forest,mango,urea
47,37,28,39.2,27.3,43.3,arid,barley,npk
64,51,46,39.5,69.9,61.6,saline,grape,npk
22,66,13,19.8,59.5,54.1,mountain,mango,organic
39,23,57,45.4,24.8,46.0,laterite,barley,vermicompost
25,1,23,23.5,50.5,82.8,alluvial,black gram,mop
82,26,1,17.7,41.0,88.7,alluvial,rubber,mop
43,43,14,24.1,56.1,65.6,red,sorghum,ammonium sulfate
9,25,44,37.6,13.6,86.3,peat,linseed,ammonium sulfate
95,45,26,31.8,71.6,66.1,forest,banana,urea
75,17,3,47.7,59.9,50.7,loamy,chickpea,compost
45,72,42,22.4,82.2,82.8,saline,grape,npk
9,7,31,22.8,11.8,43.8,red,rye,ammonium sulfate
2,47,92,20.4,19.4,73.2,peat,orange,dap
65,87,82,21.0,26.1,23.7,loamy,green gram,bio-fertilizer
70,14,18,26.2,24.6,68.3,arid,oats,npk
89,34,28,47.8,26.2,45.8,arid,sugarcane,dap
47,52,45,28.6,40.7,64.7,alluvial,pigeon pea,bio-fertilizer
44,63,95,14.5,16.0,62.6,laterite,carrot,mop
